source,target
Hand18,http://www.dil.ie/33147
Hand18,http://www.dil.ie/17034
Hand18,http://www.dil.ie/7657
Hand18,http://www.dil.ie/8966
Hand18,http://www.dil.ie/5299
Hand18,http://www.dil.ie/34460
Hand18,http://www.dil.ie/3902
Hand18,http://www.dil.ie/33994
Hand18,http://www.dil.ie/3906
Hand18,http://www.dil.ie/24943
Hand18,http://www.dil.ie/36709
Hand18,http://www.dil.ie/22888
Hand18,http://www.dil.ie/37353
Hand18,http://www.dil.ie/27020
Hand18,http://www.dil.ie/28439
Hand18,http://www.dil.ie/42552
Hand18,http://www.dil.ie/27721
Hand18,http://www.dil.ie/38191
Hand18,http://www.dil.ie/2
Hand18,http://www.dil.ie/12664
Hand18,http://www.dil.ie/19325
Hand18,http://www.dil.ie/41302
Hand18,http://www.dil.ie/17097
Hand18,http://www.dil.ie/35821
Hand18,http://www.dil.ie/24363
Hand18,http://www.dil.ie/7993
Hand18,http://www.dil.ie/22420
Hand18,http://www.dil.ie/20397
Hand18,http://www.dil.ie/17216
Hand18,http://www.dil.ie/24792
Hand18,http://www.dil.ie/21641
Hand18,http://www.dil.ie/3961
Hand18,http://www.dil.ie/22086
Hand18,http://www.dil.ie/19823
Hand18,http://www.dil.ie/40447
Hand18,http://www.dil.ie/17406
Hand18,http://www.dil.ie/35846
Hand18,http://www.dil.ie/34887
Hand18,http://www.dil.ie/15020
Hand18,http://www.dil.ie/4140
Hand18,http://www.dil.ie/21983
Hand18,http://www.dil.ie/27113
Hand18,http://www.dil.ie/34350
Hand18,http://www.dil.ie/33204
Hand18,http://www.dil.ie/34742
Hand18,http://www.dil.ie/14787
Hand18,http://www.dil.ie/32515
Hand18,http://www.dil.ie/40940
Hand18,http://www.dil.ie/10455
Hand18,http://www.dil.ie/22264
Hand18,http://www.dil.ie/7528
Hand18,http://www.dil.ie/6585
Hand18,http://www.dil.ie/8908
Hand18,http://www.dil.ie/32234
Hand18,http://www.dil.ie/6133
Hand18,http://www.dil.ie/34869
Hand18,http://www.dil.ie/35459
Hand18,http://www.dil.ie/19768
Hand18,http://www.dil.ie/33217
Hand18,http://www.dil.ie/8632
Hand18,http://www.dil.ie/31853
Hand18,http://www.dil.ie/36189
Hand18,http://www.dil.ie/12925
Hand18,http://www.dil.ie/26931
Hand18,http://www.dil.ie/21066
Hand18,http://www.dil.ie/9788
Hand18,http://www.dil.ie/9786
Hand18,http://www.dil.ie/31781
Hand18,http://www.dil.ie/41685
Hand18,http://www.dil.ie/6578
Hand18,http://www.dil.ie/40049
Hand18,http://www.dil.ie/19846
Hand18,http://www.dil.ie/35364
Hand18,http://www.dil.ie/8799
Hand18,http://www.dil.ie/5779
Hand18,http://www.dil.ie/200
Hand18,http://www.dil.ie/34935
Hand18,http://www.dil.ie/28195
Hand18,http://www.dil.ie/42137
Hand18,http://www.dil.ie/22221
Hand18,http://www.dil.ie/42763
Hand18,http://www.dil.ie/7996
Hand18,http://www.dil.ie/17752
Hand18,http://www.dil.ie/37255
Hand18,http://www.dil.ie/32244
Hand18,http://www.dil.ie/21314
Hand18,http://www.dil.ie/17788
Hand18,https://www.faclair.com/ViewDictionaryEntry.aspx?ID=8E7EC4D84D90FA679719FCB1A880E5F1
Hand18,http://www.dil.ie/33364
Hand18,http://www.dil.ie/15268
Hand18,http://www.dil.ie/18427
Hand18,http://www.dil.ie/8362
Hand18,http://www.dil.ie/5
Hand18,http://www.dil.ie/26892
Hand18,http://www.dil.ie/43064
Hand18,http://www.dil.ie/27162
Hand18,http://www.dil.ie/25421
Hand18,http://www.dil.ie/12258
Hand18,http://www.dil.ie/37068
Hand18,http://www.dil.ie/12680
Hand18,http://www.dil.ie/1753
Hand18,http://www.dil.ie/9550
Hand18,http://www.dil.ie/26788
Hand18,http://www.dil.ie/4625
Hand18,http://www.dil.ie/19896
Hand18,http://www.dil.ie/33928
Hand18,http://www.dil.ie/3865
Hand18,http://www.dil.ie/41974
Hand18,http://www.dil.ie/1883
Hand18,http://www.dil.ie/35902
Hand18,http://www.dil.ie/31705
Hand18,http://www.dil.ie/7722
Hand18,http://www.dil.ie/31164
Hand18,http://www.dil.ie/41316
Hand18,http://www.dil.ie/41872
Hand18,http://www.dil.ie/340
Hand18,http://www.dil.ie/8866
Hand18,http://www.dil.ie/36913
Hand18,http://www.dil.ie/31178
Hand18,http://www.dil.ie/1016
Hand18,http://www.dil.ie/33562
Hand18,http://www.dil.ie/41614
Hand18,http://www.dil.ie/35276
Hand18,http://www.dil.ie/25186
Hand18,http://www.dil.ie/25514
Hand18,http://www.dil.ie/42796
Hand18,http://www.dil.ie/26433
Hand18,http://www.dil.ie/3839
Hand18,http://www.dil.ie/14686
Hand18,http://www.dil.ie/13836
Hand18,http://www.dil.ie/19578
Hand18,http://www.dil.ie/10477
Hand18,http://www.dil.ie/31852
Hand18,http://www.dil.ie/28336
Hand18,http://www.dil.ie/37506
Hand18,http://www.dil.ie/2942
Hand18,http://www.dil.ie/29810
Hand18,http://www.dil.ie/29580
Hand18,http://www.dil.ie/15847
Hand18,http://www.dil.ie/22171
Hand18,http://www.dil.ie/36906
Hand18,http://www.dil.ie/678
Hand18,http://www.dil.ie/36523
Hand18,http://www.dil.ie/27464
Hand18,http://www.dil.ie/41821
Hand18,http://www.dil.ie/16626
Hand18,http://www.dil.ie/32121
Hand18,http://www.dil.ie/33080
Hand18,http://www.dil.ie/9753
Hand18,http://www.dil.ie/13660
Hand18,http://www.dil.ie/36742
Hand18,http://www.dil.ie/959
Hand18,http://www.dil.ie/22333
Hand18,http://www.dil.ie/8622
Hand18,http://www.dil.ie/34708
Hand18,http://www.dil.ie/391
Hand18,http://www.dil.ie/1364
Hand18,http://www.dil.ie/11210
Hand18,http://www.dil.ie/12670
Hand18,http://www.dil.ie/9138
Hand18,http://www.dil.ie/17561
Hand18,http://www.dil.ie/8624
Hand18,http://www.dil.ie/22696
Hand18,http://www.dil.ie/42199
Hand18,http://www.dil.ie/21154
Hand18,http://www.dil.ie/25369
Hand18,http://www.dil.ie/26897
Hand18,http://www.dil.ie/41739
Hand18,http://www.dil.ie/32365
Hand18,http://www.dil.ie/8533
Hand18,http://www.dil.ie/32548
Hand18,http://www.dil.ie/40269
Hand18,http://www.dil.ie/978
Hand18,http://www.dil.ie/39336
Hand18,http://www.dil.ie/12604
Hand18,http://www.dil.ie/10762
Hand18,http://www.dil.ie/37354
Hand18,http://www.dil.ie/34427
Hand18,http://www.dil.ie/25119
Hand18,http://www.dil.ie/12134
Hand18,http://www.dil.ie/31438
Hand18,http://www.dil.ie/8965
Hand18,http://www.dil.ie/27062
Hand18,http://www.dil.ie/8
Hand18,http://www.dil.ie/3904
Hand18,http://www.dil.ie/37393
Hand18,http://www.dil.ie/36470
Hand18,http://www.dil.ie/18533
Hand18,http://www.dil.ie/2466
Hand18,http://www.dil.ie/29766
Hand18,http://www.dil.ie/11439
Hand18,http://www.dil.ie/36654
Hand18,http://www.dil.ie/32253
Hand18,http://www.dil.ie/6524
Hand18,http://www.dil.ie/19139
Hand18,http://www.dil.ie/37599
Hand18,http://www.dil.ie/29507
Hand18,http://www.dil.ie/9324
Hand18,http://www.dil.ie/27644
Hand18,http://www.dil.ie/7240
Hand18,http://www.dil.ie/33460
Hand18,http://www.dil.ie/21444
Hand18,http://www.dil.ie/10620
Hand18,http://www.dil.ie/5647
Hand18,http://www.dil.ie/9627
Hand18,http://www.dil.ie/32336
Hand18,http://www.dil.ie/25922
Hand18,http://www.dil.ie/37838
Hand18,http://www.dil.ie/21083
Hand18,http://www.dil.ie/28357
Hand18,http://www.dil.ie/21985
Hand18,http://www.dil.ie/30036
Hand18,http://www.dil.ie/32909
Hand18,http://www.dil.ie/26785
Hand18,http://www.dil.ie/14080
Hand18,http://www.dil.ie/29786
Hand18,http://www.dil.ie/9802
Hand18,http://www.dil.ie/2724
Hand18,http://www.dil.ie/40347
Hand18,http://www.dil.ie/25035
Hand18,http://www.dil.ie/32908
Hand18,http://www.dil.ie/31721
Hand18,http://www.dil.ie/26460
Hand18,http://www.dil.ie/256
Hand18,http://www.dil.ie/7435
Hand18,http://www.dil.ie/28201
Hand18,http://www.dil.ie/40265
Hand18,http://www.dil.ie/37777
Hand18,http://www.dil.ie/31678
Hand18,http://www.dil.ie/39187
Hand18,http://www.dil.ie/9113
Hand18,http://www.dil.ie/28584
Hand18,http://www.dil.ie/33146
Hand18,http://www.dil.ie/40004
Hand18,http://www.dil.ie/35354
Hand18,http://www.dil.ie/23177
Hand18,http://www.dil.ie/19757
Hand18,http://www.dil.ie/18410
Hand18,http://www.dil.ie/28762
Hand18,http://www.dil.ie/31317
Hand18,http://www.dil.ie/33150
Hand18,http://www.dil.ie/35431
Hand18,http://www.dil.ie/5583
Hand18,http://www.dil.ie/8616
Hand18,http://www.dil.ie/32900
Hand18,http://www.dil.ie/31573
Hand18,http://www.dil.ie/18951
Hand18,http://www.dil.ie/31679
Hand18,http://www.dil.ie/25293
Hand18,http://www.dil.ie/13783
Hand18,http://www.dil.ie/14079
Hand18,http://www.dil.ie/29252
Hand18,http://www.dil.ie/36264
Hand18,http://www.dil.ie/1402
Hand18,http://www.dil.ie/37937
Hand18,http://www.dil.ie/25211
Hand18,http://www.dil.ie/41608
Hand18,http://www.dil.ie/28510
Hand18,http://www.dil.ie/29129
Hand18,http://www.dil.ie/34173
Hand18,http://www.dil.ie/20188
Hand18,http://www.dil.ie/17397
Hand18,http://www.dil.ie/34150
Hand18,http://www.dil.ie/40319
Hand18,http://www.dil.ie/34472
Hand18,http://www.dil.ie/4041
Hand18,http://www.dil.ie/26193
Hand18,http://www.dil.ie/23434
Hand18,http://www.dil.ie/40485
Hand18,http://www.dil.ie/29112
Hand18,http://www.dil.ie/35158
Hand18,http://www.dil.ie/7590
Hand18,http://www.dil.ie/26970
Hand18,http://www.dil.ie/35401
Hand18,http://www.dil.ie/32754
Hand18,http://www.dil.ie/5255
Hand18,http://www.dil.ie/13191
Hand18,http://www.dil.ie/25709
Hand18,http://www.dil.ie/24273
Hand18,http://www.dil.ie/42751
Hand18,http://www.dil.ie/32283
Hand18,http://www.dil.ie/8670
Hand18,http://www.dil.ie/33783
Hand18,http://www.dil.ie/21911
Hand18,http://www.dil.ie/26916
Hand18,http://www.dil.ie/39215
Hand18,http://www.dil.ie/5978
Hand18,http://www.dil.ie/14528
Hand18,http://www.dil.ie/5444
Hand18,http://www.dil.ie/31670
Hand18,http://www.dil.ie/5136
Hand18,http://www.dil.ie/23238
Hand18,http://www.dil.ie/36473
Hand18,http://www.dil.ie/40137
Hand18,http://www.dil.ie/21792
Hand18,http://www.dil.ie/37004
Hand18,http://www.dil.ie/35984
Hand18,http://www.dil.ie/42762
Hand18,http://www.dil.ie/21230
Hand18,http://www.dil.ie/2625
Hand18,http://www.dil.ie/28208
Hand18,http://www.dil.ie/34047
Hand18,http://www.dil.ie/37356
Hand18,http://www.dil.ie/22204
Hand18,http://www.dil.ie/30984
Hand18,http://www.dil.ie/32974
Hand18,http://www.dil.ie/2763
Hand18,http://www.dil.ie/35216
Hand18,http://www.dil.ie/35470
Hand18,http://www.dil.ie/8949
Hand18,http://www.dil.ie/25250
Hand18,http://www.dil.ie/7723
Hand18,http://www.dil.ie/21449
Hand18,http://www.dil.ie/23272
Hand18,http://www.dil.ie/13568
Hand18,http://www.dil.ie/36706
Hand18,http://www.dil.ie/6796
Hand18,http://www.dil.ie/39285
Hand18,http://www.dil.ie/25237
Hand18,http://www.dil.ie/37101
Hand18,http://www.dil.ie/9072
Hand18,http://www.dil.ie/336
Hand18,http://www.dil.ie/42079
Hand18,http://www.dil.ie/28540
Hand18,http://www.dil.ie/13014
Hand18,http://www.dil.ie/9725
Hand18,http://www.dil.ie/42968
Hand18,http://www.dil.ie/30854
Hand18,http://www.dil.ie/34983
Hand18,http://www.dil.ie/9585
Hand18,http://www.dil.ie/25704
Hand18,http://www.dil.ie/26568
Hand18,http://www.dil.ie/12406
Hand18,http://www.dil.ie/11594
Hand18,http://www.dil.ie/6706
Hand18,http://www.dil.ie/19189
Hand18,http://www.dil.ie/3302
Hand18,http://www.dil.ie/37304
Hand18,http://www.dil.ie/26905
Hand18,http://www.dil.ie/38344
Hand18,http://www.dil.ie/26903
Hand18,http://www.dil.ie/40772
Hand18,http://www.dil.ie/24845
Hand18,http://www.dil.ie/37098
Hand18,http://www.dil.ie/10836
Hand18,http://www.dil.ie/28937
Hand18,http://www.dil.ie/41280
Hand18,http://www.dil.ie/23139
Hand18,http://www.dil.ie/8944
Hand18,http://www.dil.ie/29542
Hand18,http://www.dil.ie/20934
Hand18,http://www.dil.ie/28706
Hand18,http://www.dil.ie/16532
Hand18,http://www.dil.ie/41835
Hand18,http://www.dil.ie/41282
Hand18,http://www.dil.ie/37607
Hand18,http://www.dil.ie/36703
Hand18,http://www.dil.ie/9589
Hand18,http://www.dil.ie/19759
Hand18,http://www.dil.ie/42089
Hand18,http://www.dil.ie/17839
Hand18,http://www.dil.ie/17646
Hand18,http://www.dil.ie/13037
Hand18,http://www.dil.ie/3669
Hand18,http://www.dil.ie/40669
Hand18,http://www.dil.ie/22337
Hand18,http://www.dil.ie/17442
Hand18,http://www.dil.ie/31569
Hand18,http://www.dil.ie/3057
Hand18,http://www.dil.ie/29941
Hand18,http://www.dil.ie/6758
Hand18,http://www.dil.ie/13334
Hand18,http://www.dil.ie/13507
Hand18,http://www.dil.ie/19711
Hand18,http://www.dil.ie/2881
Hand18,http://www.dil.ie/36015
Hand18,http://www.dil.ie/24929
Hand18,http://www.dil.ie/26261
Hand18,http://www.dil.ie/7067
Hand18,http://www.dil.ie/20556
Hand18,http://www.dil.ie/27630
Hand18,http://www.dil.ie/28836
Hand18,http://www.dil.ie/3340
Hand18,http://www.dil.ie/20789
Hand18,http://www.dil.ie/17416
Hand18,http://www.dil.ie/35932
Hand18,http://www.dil.ie/28959
Hand18,http://www.dil.ie/19605
Hand18,http://www.dil.ie/14558
Hand18,http://www.dil.ie/33072
Hand18,http://www.dil.ie/1739
Hand18,http://www.dil.ie/34069
Hand18,http://www.dil.ie/5607
Hand18,http://www.dil.ie/31425
Hand18,http://www.dil.ie/26466
Hand18,http://www.dil.ie/15324
Hand18,http://www.dil.ie/15464
Hand18,http://www.dil.ie/17790
Hand18,http://www.dil.ie/19657
Hand18,http://www.dil.ie/5517
Hand18,http://www.dil.ie/30237
Hand18,http://www.dil.ie/2762
Hand18,http://www.dil.ie/32560
Hand18,http://www.dil.ie/21893
Hand18,http://www.dil.ie/21270
Hand18,http://www.dil.ie/36661
Hand18,http://www.dil.ie/4845
Hand18,http://www.dil.ie/15982
Hand18,http://www.dil.ie/42198
Hand18,http://www.dil.ie/36656
Hand18,http://www.dil.ie/29234
Hand18,http://www.dil.ie/41060
Hand18,http://www.dil.ie/4844
Hand18,http://www.dil.ie/12847
Hand18,http://www.dil.ie/24053
Hand18,http://www.dil.ie/39196
Hand18,http://www.dil.ie/15783
Hand18,http://www.dil.ie/39143
Hand18,http://www.dil.ie/26902
Hand18,http://www.dil.ie/33060
Hand18,http://www.dil.ie/33070
Hand18,http://www.dil.ie/20626
Hand18,http://www.dil.ie/27061
Hand18,http://www.dil.ie/1757
Hand18,http://www.dil.ie/3907
Hand18,http://www.dil.ie/35991
Hand18,http://www.dil.ie/23939
Hand18,http://www.dil.ie/20977
Hand18,http://www.dil.ie/14629
Hand18,http://www.dil.ie/21430
Hand18,http://www.dil.ie/20521
Hand18,http://www.dil.ie/5836
Hand18,http://www.dil.ie/21330
Hand18,http://www.dil.ie/37834
Hand18,http://www.dil.ie/3145
Hand18,http://www.dil.ie/33539
Hand18,http://www.dil.ie/13043
Hand18,http://www.dil.ie/17149
Hand18,http://www.dil.ie/39363
Hand18,http://www.dil.ie/8829
Hand18,http://www.dil.ie/27997
Hand18,http://www.dil.ie/27033
Hand18,http://www.dil.ie/35181
Hand18,http://www.dil.ie/18161
Hand18,http://www.dil.ie/22203
Hand18,http://www.dil.ie/26848
Hand18,http://www.dil.ie/24686
Hand18,http://www.dil.ie/8525
Hand18,http://www.dil.ie/35899
Hand18,http://www.dil.ie/14525
Hand18,http://www.dil.ie/2771
Hand18,http://www.dil.ie/2489
Hand18,http://www.dil.ie/34237
Hand18,http://www.dil.ie/12881
Hand18,http://www.dil.ie/18012
Hand18,http://www.dil.ie/13695
Hand18,http://www.dil.ie/31572
Hand18,http://www.dil.ie/18059
Hand18,http://www.dil.ie/19384
Hand18,http://www.dil.ie/8075
Hand18,http://www.dil.ie/7230
Hand18,http://www.dil.ie/24132
Hand18,http://www.dil.ie/12190
Hand18,http://www.dil.ie/25207
Hand18,http://www.dil.ie/1007
Hand18,http://www.dil.ie/2789
Hand18,http://www.dil.ie/19646
Hand18,http://www.dil.ie/21922
Hand18,http://www.dil.ie/28323
Hand18,http://www.dil.ie/31599
Hand18,http://www.dil.ie/31215
Hand18,http://www.dil.ie/14393
Hand18,http://www.dil.ie/2555
Hand18,http://www.dil.ie/41621
Hand18,http://www.dil.ie/27433
Hand18,http://www.dil.ie/25587
Hand18,http://www.dil.ie/12428
Hand18,http://www.dil.ie/34809
Hand18,http://www.dil.ie/35283
Hand18,http://www.dil.ie/11570
Hand18,http://www.dil.ie/5807
Hand18,http://www.dil.ie/32899
Hand18,http://www.dil.ie/35365
Hand18,http://www.dil.ie/32920
Hand18,http://www.dil.ie/14869
Hand18,http://www.dil.ie/15328
Hand18,http://www.dil.ie/28307
Hand18,http://www.dil.ie/40078
Hand18,http://www.dil.ie/20554
Hand18,http://www.dil.ie/24509
Hand18,http://www.dil.ie/25565
Hand18,http://www.dil.ie/33680
Hand18,http://www.dil.ie/7887
Hand18,http://www.dil.ie/8452
Hand18,http://www.dil.ie/32959
Hand18,http://www.dil.ie/3913
Hand18,http://www.dil.ie/32939
Hand18,http://www.dil.ie/40344
Hand18,http://www.dil.ie/28011
Hand18,http://www.dil.ie/37400
Hand18,https://www.faclair.com/ViewDictionaryEntry.aspx?ID=7E145C01680F4B96EC0D6B602D966228
Hand18,http://www.dil.ie/38322
Hand18,http://www.dil.ie/10380
Hand18,http://www.dil.ie/34579
Hand18,http://www.dil.ie/28475
Hand18,http://www.dil.ie/29768
Hand18,http://www.dil.ie/39208
Hand18,http://www.dil.ie/39844
Hand18,http://www.dil.ie/22184
Hand18,http://www.dil.ie/29082
Hand18,http://www.dil.ie/10487
Hand18,http://www.dil.ie/8611
Hand18,http://www.dil.ie/6385
Hand18,http://www.dil.ie/5268
Hand18,http://www.dil.ie/12800
Hand18,http://www.dil.ie/37352
Hand18,http://www.dil.ie/39419
Hand18,http://www.dil.ie/26920
Hand18,http://www.dil.ie/30049
Hand18,http://www.dil.ie/32149
Hand18,http://www.dil.ie/38192
Hand18,http://www.dil.ie/31427
Hand18,http://www.dil.ie/14728
Hand18,http://www.dil.ie/1917
Hand18,http://www.dil.ie/26534
Hand18,http://www.dil.ie/38630
Hand18,http://www.dil.ie/33228
Hand18,http://www.dil.ie/32512
Hand18,http://www.dil.ie/34673
Hand18,http://www.dil.ie/27746
Hand18,http://www.dil.ie/5869
Hand18,http://www.dil.ie/36152
Hand18,http://www.dil.ie/30409
Hand18,http://www.dil.ie/35362
Hand18,http://www.dil.ie/38611
Hand18,http://www.dil.ie/28446
Hand18,http://www.dil.ie/12753
Hand18,http://www.dil.ie/37558
Hand18,http://www.dil.ie/4369
Hand18,http://www.dil.ie/19223
Hand18,http://www.dil.ie/25190
Hand18,http://www.dil.ie/32761
Hand18,http://www.dil.ie/34804
Hand18,http://www.dil.ie/38613
Hand18,http://www.dil.ie/13981
Hand18,http://www.dil.ie/8849
Hand18,http://www.dil.ie/21178
Hand18,http://www.dil.ie/10554
Hand18,http://www.dil.ie/13192
Hand18,http://www.dil.ie/37522
Hand18,http://www.dil.ie/23273
Hand18,http://www.dil.ie/35223
Hand18,http://www.dil.ie/11630
Hand18,http://www.dil.ie/19372
Hand18,http://www.dil.ie/13790
Hand18,http://www.dil.ie/3838
Hand18,http://www.dil.ie/6579
Hand18,http://www.dil.ie/38456
Hand18,http://www.dil.ie/15846
Hand18,http://www.dil.ie/8205
Hand18,http://www.dil.ie/40797
Hand18,http://www.dil.ie/7228
Hand18,http://www.dil.ie/43063
Hand18,http://www.dil.ie/28460
Hand18,http://www.dil.ie/43330
Hand18,http://www.dil.ie/5422
Hand18,http://www.dil.ie/27124
Hand18,http://www.dil.ie/9365
Hand18,http://www.dil.ie/6765
Hand18,http://www.dil.ie/3903
Hand18,http://www.dil.ie/36636
Hand18,http://www.dil.ie/32713
Hand18,http://www.dil.ie/11217
Hand18,http://www.dil.ie/13393
Hand18,http://www.dil.ie/10185
Hand18,http://www.dil.ie/36522
Hand18,http://www.dil.ie/27400
Hand18,http://www.dil.ie/15524
Hand18,http://www.dil.ie/7567
Hand18,http://www.dil.ie/19476
Hand18,http://www.dil.ie/29895
Hand18,http://www.dil.ie/8826
Hand18,http://www.dil.ie/25453
Hand18,http://www.dil.ie/13041
Hand18,http://www.dil.ie/31183
Hand18,http://www.dil.ie/33398
Hand18,http://www.dil.ie/12779
Hand18,http://www.dil.ie/28548
Hand18,http://www.dil.ie/28651
Hand18,http://www.dil.ie/19454
Hand18,http://www.dil.ie/10835
Hand18,http://www.dil.ie/20553
Hand18,http://www.dil.ie/13915
Hand18,http://www.dil.ie/27649
Hand18,http://www.dil.ie/35398
Hand18,http://www.dil.ie/10657
Hand18,http://www.dil.ie/5512
Hand18,http://www.dil.ie/41406
Hand18,http://www.dil.ie/17377
Hand18,http://www.dil.ie/35915
Hand18,http://www.dil.ie/13105
Hand18,http://www.dil.ie/31632
Hand18,http://www.dil.ie/10201
Hand18,http://www.dil.ie/10618
Hand18,http://www.dil.ie/7609
Hand18,http://www.dil.ie/6251
Hand18,http://www.dil.ie/14165
Hand18,http://www.dil.ie/3855
Hand18,http://www.dil.ie/992
Hand18,http://www.dil.ie/28150
Hand18,http://www.dil.ie/12229
Hand18,http://www.dil.ie/8827
Hand18,http://www.dil.ie/9397
Hand18,http://www.dil.ie/7248
Hand18,http://www.dil.ie/33227
Hand18,http://www.dil.ie/9030
Hand18,http://www.dil.ie/6711
Hand18,http://www.dil.ie/10395
Hand18,http://www.dil.ie/13123
Hand18,http://www.dil.ie/39932
Hand18,http://www.dil.ie/38789
Hand18,http://www.dil.ie/23730
Hand18,http://www.dil.ie/12566
Hand18,http://www.dil.ie/39772
Hand18,http://www.dil.ie/14232
Hand18,http://www.dil.ie/18141
Hand18,http://www.dil.ie/40623
Hand18,http://www.dil.ie/18480
Hand18,http://www.dil.ie/9532
Hand18,http://www.dil.ie/9717
Hand18,http://www.dil.ie/22802
Hand18,http://www.dil.ie/33967
Hand18,http://www.dil.ie/7257
Hand18,http://www.dil.ie/42619
Hand18,http://www.dil.ie/4046
Hand18,http://www.dil.ie/42127
Hand18,http://www.dil.ie/5566
Hand18,http://www.dil.ie/21170
Hand18,http://www.dil.ie/2869
Hand18,http://www.dil.ie/6598
Hand18,http://www.dil.ie/26198
Hand18,http://www.dil.ie/35282
Hand18,http://www.dil.ie/33179
Hand18,http://www.dil.ie/30236
Hand18,http://www.dil.ie/20585
Hand18,http://www.dil.ie/7448
Hand18,http://www.dil.ie/28219
Hand18,http://www.dil.ie/22840
Hand18,http://www.dil.ie/11132
Hand18,http://www.dil.ie/12760
Hand18,http://www.dil.ie/35557
Hand18,https://www.faclair.com/ViewDictionaryEntry.aspx?ID=193610E3B74A2AC652B79354489BB6E7
Hand18,http://www.dil.ie/30335
Hand18,http://www.dil.ie/26553
Hand18,http://www.dil.ie/29498
Hand18,http://www.dil.ie/19349
Hand18,http://www.dil.ie/28301
Hand18,http://www.dil.ie/30908
Hand18,http://www.dil.ie/27636
Hand18,http://www.dil.ie/27333
Hand18,http://www.dil.ie/6228
Hand18,http://www.dil.ie/10630
Hand18,http://www.dil.ie/37841
Hand18,https://www.faclair.com/ViewDictionaryEntry.aspx?ID=2C175B08035D87DCF8DED17ED715BE73
Hand18,http://www.dil.ie/36097
Hand18,http://www.dil.ie/8987
Hand18,http://www.dil.ie/21846
Hand18,http://www.dil.ie/25664
Hand18,http://www.dil.ie/3040
Hand18,http://www.dil.ie/43143
Hand18,http://www.dil.ie/38426
Hand18,http://www.dil.ie/20164
Hand18,http://www.dil.ie/36999
Hand18,http://www.dil.ie/18312
Hand18,http://www.dil.ie/33295
Hand18,http://www.dil.ie/33273
Hand18,http://www.dil.ie/33521
Hand18,http://www.dil.ie/20607
Hand18,http://www.dil.ie/35901
Hand18,http://www.dil.ie/17140
Hand18,http://www.dil.ie/40163
Hand18,http://www.dil.ie/38397
Hand18,http://www.dil.ie/22122
Hand18,http://www.dil.ie/38659
Hand18,http://www.dil.ie/6875
Hand18,http://www.dil.ie/13675
Hand18,http://www.dil.ie/39211
Hand18,http://www.dil.ie/22318
Hand18,http://www.dil.ie/42467
Hand18,http://www.dil.ie/5416
Hand18,http://www.dil.ie/37852
Hand18,http://www.dil.ie/33765
Hand18,http://www.dil.ie/41299
Hand18,http://www.dil.ie/13789
Hand18,http://www.dil.ie/27181
Hand18,http://www.dil.ie/9307
Hand18,http://www.dil.ie/13104
Hand18,http://www.dil.ie/8257
Hand18,http://www.dil.ie/509
Hand18,https://www.online-latin-dictionary.com/latin-dictionary-flexion.php?lemma=CENTURIO100
Hand18,http://www.dil.ie/8862
Hand18,http://www.dil.ie/36336
Hand18,http://www.dil.ie/26120
Hand18,http://www.dil.ie/19089
Hand18,http://www.dil.ie/6248
Hand18,http://www.dil.ie/13190
Hand18,http://www.dil.ie/21450
Hand18,http://www.dil.ie/42871
Hand18,http://www.dil.ie/25974
Hand18,http://www.dil.ie/21448
Hand18,http://www.dil.ie/4131
Hand18,http://www.dil.ie/12912
Hand18,http://www.dil.ie/20865
Hand18,http://www.dil.ie/6847
Hand18,http://www.dil.ie/31101
Hand18,http://www.dil.ie/6848
Hand18,http://www.dil.ie/35941
Hand18,http://www.dil.ie/25080
Hand18,http://www.dil.ie/39454
Hand18,http://www.dil.ie/40017
Hand18,http://www.dil.ie/14714
Hand18,http://www.dil.ie/15866
Hand18,http://www.dil.ie/42434
Hand18,http://www.dil.ie/39979
Hand18,http://www.dil.ie/32649
Hand18,http://www.dil.ie/33609
Hand18,http://www.dil.ie/15519
Hand18,http://www.dil.ie/27230
Hand18,http://www.dil.ie/15885
Hand18,http://www.dil.ie/2784
Hand18,http://www.dil.ie/9787
Hand18,http://www.dil.ie/36657
Hand18,http://www.dil.ie/25995
Hand18,http://www.dil.ie/21189
Hand18,http://www.dil.ie/30674
Hand18,http://www.dil.ie/26228
Hand18,http://www.dil.ie/1552
Hand18,http://www.dil.ie/3002
Hand18,http://www.dil.ie/6568
Hand18,http://www.dil.ie/27606
Hand18,https://www.faclair.com/ViewDictionaryEntry.aspx?ID=C1A670E4FD2075934AD79C1491E03566
Hand18,http://www.dil.ie/20834
Hand18,http://www.dil.ie/21049
Hand18,http://www.dil.ie/20393
Hand18,http://www.dil.ie/21665
Hand18,http://www.dil.ie/32901
Hand18,http://www.dil.ie/22650
Hand18,http://www.dil.ie/36263
Hand18,http://www.dil.ie/34430
Hand18,https://www.faclair.com/ViewDictionaryEntry.aspx?ID=EB9F8F7D972FA598023CAAC13732E5B0
Hand18,http://www.dil.ie/27135
Hand18,http://www.dil.ie/28350
Hand18,http://www.dil.ie/13163
Hand18,http://www.dil.ie/34075
Hand18,http://www.dil.ie/31445
Hand18,http://www.dil.ie/13653
Hand18,http://www.dil.ie/25920
Hand18,http://www.dil.ie/34240
Hand18,http://www.dil.ie/24418
Hand18,http://www.dil.ie/5835
Hand18,http://www.dil.ie/41602
Hand18,http://www.dil.ie/39353
Hand18,http://www.dil.ie/30744
