id,label,type,affiliation
http://www.dil.ie/40049,tar,headword,null
http://www.dil.ie/30835,lúan,headword,null
http://www.dil.ie/40490,tend,headword,null
http://www.dil.ie/16086,díchell,headword,null
http://www.dil.ie/14345,dál,headword,null
http://www.dil.ie/22134,finn,headword,null
http://www.dil.ie/38191,so,headword,null
http://www.dil.ie/20990,fadéin,headword,null
http://www.dil.ie/29507,lám,headword,null
http://www.dil.ie/37352,si,headword,null
http://www.dil.ie/31417,mairt,headword,null
http://www.dil.ie/17062,dlug,headword,null
http://www.dil.ie/21924,fíal,headword,null
http://www.dil.ie/21749,fert,headword,null
http://www.dil.ie/21751,fiurt,headword,null
http://www.dil.ie/8971,cíab,headword,null
http://www.dil.ie/1581,air-,headword,null
http://www.dil.ie/17047,dlocht,headword,null
http://www.dil.ie/8885,cétaín,headword,null
http://www.dil.ie/12497,corp,headword,null
http://www.dil.ie/19385,éccaínid,headword,null
http://www.dil.ie/33783,olc,headword,null
http://www.dil.ie/15975,díardaín,headword,null
http://www.dil.ie/26218,gním,headword,null
http://www.dil.ie/26495,gráin,headword,null
http://www.dil.ie/8787,cert,headword,null
http://www.dil.ie/18386,do-roich,headword,null
http://www.dil.ie/1163,aín,headword,null
http://www.dil.ie/33250,noíbe,headword,null
http://www.dil.ie/33116,nert,headword,null
http://www.dil.ie/34476,port,headword,null
http://www.dil.ie/18811,drong,headword,null
http://www.dil.ie/40356,teidm,headword,null
http://www.dil.ie/36233,Satharnn,headword,null
http://www.dil.ie/37139,seng,headword,null
http://www.dil.ie/35318,rind,headword,null
http://www.dil.ie/8344,cath,headword,null
http://www.dil.ie/4184,arm,headword,null
http://www.dil.ie/12513,corr,headword,null
http://www.dil.ie/25568,gelaid,headword,null
http://www.dil.ie/26709,gruad,headword,null
http://www.dil.ie/36807,sechtmad,headword,null
http://www.dil.ie/37834,slán,headword,null
http://www.dil.ie/18124,domnach,headword,null
http://www.dil.ie/22707,fogal,headword,null
http://www.dil.ie/34389,plág,headword,null
http://www.dil.ie/8581,cen,headword,null
http://www.dil.ie/12997,crith,headword,null
http://www.dil.ie/35901,saerad,headword,null
http://www.dil.ie/14319,daith,headword,null
http://www.dil.ie/5134,báegul,headword,null
http://www.dil.ie/5971,bith,headword,null
http://www.dil.ie/20420,escaín,headword,null
http://www.dil.ie/633,áer,headword,null
http://www.dil.ie/26612,gress,headword,null
http://www.dil.ie/26798,guin,headword,null
http://www.dil.ie/26052,gleo,headword,null
http://www.dil.ie/34308,pían,headword,null
http://www.dil.ie/15865,díabul,headword,null
http://www.dil.ie/14812,dead,headword,null
http://www.dil.ie/36189,sant,headword,null
http://www.dil.ie/27635,imm,headword,null
http://www.dil.ie/33145,ní,headword,null
http://www.dil.ie/33070,nem,headword,null
http://www.dil.ie/5276,bal,headword,null
http://www.dil.ie/12717,cráes,headword,null
http://www.dil.ie/10473,col,headword,null
http://www.dil.ie/41316,tol,headword,null
http://www.dil.ie/5444,bás,headword,null
